,Unnamed: 0,level_0,index,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,predicted_genres,genre1,genre2,genre3,Unnamed: 0.1
204,204.0,204.0,7575.0,s7576,Movie,Nazi Concentration Camps,George Stevens,,United States,"March 31, 2017",1945,TV-MA,59 min,"Classic Movies, Documentaries","Shocking footage shows Nazi concentration camps after liberation, including Buchenwald and Ohrdruf, where Gen. Eisenhower ordered local Nazis to tour.","['historical/biographical', 'family/drama', 'medical/health']",historical/biographical,family/drama,medical/health,
205,205.0,205.0,1834.0,s1835,TV Show,Start-Up,,"Bae Suzy, Nam Joo-hyuk, Kim Seon-ho, Kang Han-na, Kim Do-wan, Yu Su-bin, Stephanie Lee, Kim Hae-sook, Seo Yi-sook, Song Sun-mi",South Korea,"October 18, 2020",2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,"['thriller', 'romance', 'drama']",thriller,romance,drama,
206,206.0,206.0,6621.0,s6622,Movie,Dolphin Kick,Philip Marlatt,"Axle McCoy, Travis McCoy, Tyler Jade Nixon, Alexis Louder, DeVaughn Gow, LaVaughn Hamilton, Maya Simmons, Quddus Newton, Jordan Padreira, Derek Lee Nixon",United States,"June 5, 2019",2019,TV-PG,90 min,Children & Family Movies,"After losing his mom, 10-year-old Luke abandons competitive swimming. It takes a friendly dolphin to get him back in the water – and help him heal.","['coming of age', 'romantic comedy']",coming of age,romantic comedy,,
207,207.0,207.0,8765.0,s8766,Movie,XX,"Jovanka Vuckovic, Annie Clark, Roxanne Benjamin, Karyn Kusama","Natalie Brown, Jonathan Watton, Melanie Lynskey, Lindsay Burdge, Sheila Vand, Casey Adams, Breeda Wool, Angela Trimbur, Morgan Krantz, Christina Kirk, Kyle Allen, Mike Doyle","Canada, United States","June 22, 2017",2017,R,81 min,Horror Movies,This four-part anthology of short horror films features stories that include some traditional themes but all are shown from a female point of view.,"['horror', 'anthology', 'mockumentary']",horror,anthology,mockumentary,
208,208.0,208.0,5484.0,s5485,Movie,Natascha Kampusch: The Whole Story,Alina Teodorescu,,United States,"May 15, 2017",2010,TV-14,51 min,Movies,A Viennese child who was kidnapped and held captive in a basement before escaping after eight years reveals her headline-making story of survival.,"['thriller', 'drama', 'adventure']",thriller,drama,adventure,
209,209.0,209.0,3396.0,s3397,Movie,ChuChuTV Surprise Eggs Learning Videos (English),,,,"October 18, 2019",2019,TV-Y,61 min,Children & Family Movies,"From colors and letters to animals of all kinds, each egg holds a fun-filled lesson waiting to be learned. ChuChu and friends are opening them all!","['educational', ""children's/family"", 'animation']",educational,children's/family,animation,
210,210.0,210.0,1653.0,s1654,Movie,Andhakaaram,V Vignarajan,"Vinoth Kishan, Arjun Das, Pooja Ramachandran, Kumar Natarajan, Misha Ghoshal, Arul Vincent, Chenthu Mohan, Pradeep Kalipurayath",India,"November 24, 2020",2020,TV-14,171 min,"Horror Movies, International Movies, Thrillers","As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.","['psychological thriller', 'mystery', 'drama']",psychological thriller,mystery,drama,
211,211.0,211.0,2852.0,s2853,Movie,W.E.,Madonna,"Abbie Cornish, Andrea Riseborough, James D'Arcy, Oscar Isaac, Richard Coyle, David Harbour, James Fox, Judy Parfitt, Haluk Bilginer, Geoffrey Palmer, Natalie Dormer",United Kingdom,"March 3, 2020",2011,R,119 min,"Dramas, Romantic Movies","This glossy ensemble drama juxtaposes the lives of famous divorcée Wallis Simpson and Wally Winthrop, a young 1990s housewife.","['romance', 'historical/biographical', 'drama']",romance,historical/biographical,drama,
212,212.0,212.0,831.0,s832,TV Show,The Least Expected Day: Inside the Movistar Team 2019,"José Larraza, Marc Pons",,,"May 28, 2021",2021,TV-MA,2 Seasons,"Docuseries, International TV Shows, Spanish-Language TV Shows","Pro cycling’s Movistar Team sets their sights on victory while on the road as they face challenges, controversy and internal conflict.","['sports', 'drama', 'action']",sports,drama,action,
213,213.0,213.0,2116.0,s2117,Movie,Meet the In-Laws,Niyi Akinmolayan,"Adeniyi Johnson, Tina Mba, Dele Odule, Lilian Esoro, Amaechi Muonagor, Blessing Onwukwe, Dayo Amusa, Kenneth Okolie",Nigeria,"August 18, 2020",2017,TV-PG,75 min,"Comedies, Dramas, International Movies","When their respective parents oppose their union, a newly engaged couple learns that the reasons for pushback run deeper than just tribal differences.","['family drama', 'cultural/social issues', 'romantic comedy']",family drama,cultural/social issues,romantic comedy,
214,214.0,214.0,8702.0,s8703,Movie,Waterschool,Tiffanie Hsu,,"United States, Brazil, India, Uganda, China","July 25, 2018",2018,TV-G,68 min,Documentaries,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives.","['environmental', 'educational', 'documentary']",environmental,educational,documentary,
215,215.0,215.0,825.0,s826,TV Show,Dirty John,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"May 31, 2021",2020,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,"['thriller', 'drama', 'crime']",thriller,drama,crime,
216,216.0,216.0,6803.0,s6804,TV Show,Friday Night Tykes,,,United States," January 17, 2018",2017,TV-PG,4 Seasons,"Docuseries, Reality TV","This docuseries dives into the cutthroat world of Texas youth football, where kids face grueling demands and pressure from coaches and parents to win.","['sports', 'drama', 'documentary']",sports,drama,documentary,
217,217.0,217.0,5749.0,s5750,Movie,Bleach the Movie: Hell Verse,Noriyuki Abe,"Masakazu Morita, Fumiko Orikasa, Kazuya Nakai, Noriaki Sugiyama, Kentarô Itô, Yuki Matsuoka, Ryotaro Okiayu, Romi Park",Japan,"October 15, 2016",2010,TV-14,94 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","When a group of vicious Sinners plots to escape from this eternal prison in Hell, they discover that Substitute Soul Reaper Ichigo is the key to their freedom. The Sinners launch an attack and in the process kidnap Ichigo's younger sister.","['supernatural/paranormal', 'action/adventure', 'sci-fi']",supernatural/paranormal,action/adventure,sci-fi,
218,218.0,218.0,464.0,s465,Movie,Gunpowder Milkshake,Navot Papushado,"Karen Gillan, Lena Headey, Carla Gugino, Chloe Coleman, Michelle Yeoh, Angela Bassett, Paul Giamatti, Ralph Ineson, Adam Nagaitis, Michael Smiley, Freya Allan",,"July 14, 2021",2021,R,115 min,"Action & Adventure, Comedies","When an assassin veers off mission to rescue a child, she triggers a war with a powerful crime syndicate — and reunites a gun-wielding sisterhood.","['drama', 'crime/thriller', 'action/adventure']",drama,crime/thriller,action/adventure,
219,219.0,219.0,3149.0,s3150,Movie,Zindagi Na Milegi Dobara,Zoya Akhtar,"Hrithik Roshan, Abhay Deol, Farhan Akhtar, Katrina Kaif, Kalki Koechlin, Deepti Naval, Naseeruddin Shah, Ariadna Cabrol",India,"December 15, 2019",2011,TV-14,154 min,"Comedies, Dramas, International Movies",Three friends on an adventurous road trip/bachelor party in Spain learn some lessons about themselves and each other that will change them forever.,['biographical drama'],biographical drama,,,
220,220.0,220.0,8656.0,s8657,Movie,Unacknowledged,Michael Mazzola,,United States,"August 21, 2017",2017,TV-MA,104 min,Documentaries,Noted UFO expert Dr. Steven Greer interviews witnesses and presents classified documents concerning the existence of extraterrestrials.,"['sci-fi', 'documentary', 'crime/thriller']",sci-fi,documentary,crime/thriller,
221,221.0,221.0,7319.0,s7320,Movie,Little Singham in London,Prakash Satam,,,"April 22, 2019",2019,TV-Y7,66 min,"Children & Family Movies, Comedies","Little Singham is in London to meet the queen, but when the famed Kohinoor Diamond gets stolen, the kid cop goes on a wild, citywide hunt for the thief.","['comedy', 'action/adventure', 'children/family']",comedy,action/adventure,children/family,
222,222.0,222.0,4274.0,s4275,TV Show,Sirius the Jaeger,,"Yuto Uemura, Takahiro Sakurai, Kenyu Horiuchi, Nanako Mori, Yusuke Kobayashi, Shunsuke Takeuchi, Junji Majima, Rie Takahashi, Hinata Tadokoro, Kenjiro Tsuda, Takehito Koyasu, Sayaka Ohara, Nobuo Tobita",Japan,"December 21, 2018",2018,TV-MA,1 Season,"Anime Series, International TV Shows, TV Thrillers","In imperial Tokyo, a group calling themselves ""Jaegers"" secretly hunt the vampires seeking the Ark of Sirius. Among them is young werewolf, Yuliy.","['horror', 'fantasy', 'action']",horror,fantasy,action,
223,223.0,223.0,470.0,s471,Movie,Bridgerton - The Afterparty,,"David Spade, London Hughes, Fortune Feimster",,"July 13, 2021",2021,TV-14,39 min,Movies,"""Bridgerton"" cast members share behind-the-scenes stories from the hit show, plus comedian Nikki Glaser breaks down the costume drama's sexiest moments.","['romance', 'drama', 'comedy']",romance,drama,comedy,
224,224.0,224.0,382.0,s383,TV Show,All American,,"Daniel Ezra, Taye Diggs, Samantha Logan, Bre-Z, Greta Onieogou, Monet Mazur, Michael Evans Behling, Cody Christian, Karimah Westbrook, Jalyn Hall, Jordan Belfi, Briana Lane",United States,"July 27, 2021",2021,TV-14,3 Seasons,"TV Dramas, Teen TV Shows",Culture clashes and brewing rivalries test a teen football player from South Los Angeles when he’s recruited to the Beverly Hills High School team.,"['sports', 'drama', 'coming of age']",sports,drama,coming of age,
225,225.0,225.0,2439.0,s2440,Movie,The Student Cop,Wael Ihsan,"Karim Abdel Aziz, Hassan Hosny, Ghada Adel, Maha Ahmed, Ramez Galal, Mohamed Ragab, Mohamed El Dafrawy",Egypt,"June 2, 2020",2004,TV-14,111 min,"Action & Adventure, Comedies, International Movies","Sent undercover to investigate suspicious activity among a group of college students, a police officer gets more invested in his role than expected.","['thriller', 'drama', 'crime']",thriller,drama,crime,
226,226.0,226.0,6947.0,s6948,Movie,Head On,Ana Kokkinos,"Alex Dimitriades, Paul Capsis, Julian Garner, Tony Nikolakopoulos, Elena Mandalis, Eugenia Fragos, Damien Fotiou, Andrea Mandalis, Maria Mercedes, Dora Kaskanis, Alex Papps, Vassili Zappa",Australia,"August 25, 2018",1998,TV-MA,104 min,"Dramas, Independent Movies, LGBTQ Movies","This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey.","['lgbtq+ drama', 'coming-of-age', 'cultural/social commentary']",lgbtq+ drama,coming-of-age,cultural/social commentary,
227,227.0,227.0,5269.0,s5270,Movie,Barbie Dolphin Magic,Conrad Helten,"Erica Lindbeck, Shannon Chan-Kent, Kazumi Evans, Claire Corlett, Ciana Swales, Adrian Petriw, Maryke Hendrikse, Paul Dobson, Garry Chalk","United States, Canada","September 18, 2017",2017,TV-Y,64 min,Children & Family Movies,"While visiting Ken and exploring a coral reef, Barbie and her sisters make an amazing discovery and meet a mysterious new friend.","['family', 'animation', 'adventure']",family,animation,adventure,
228,228.0,228.0,6662.0,s6663,Movie,Easy A,Will Gluck,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church, Patricia Clarkson, Cam Gigandet, Lisa Kudrow, Malcolm McDowell, Aly Michalka",United States,"November 1, 2020",2010,PG-13,92 min,"Comedies, Romantic Movies","When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona.","['teen drama', 'coming-of-age', 'comedy']",teen drama,coming-of-age,comedy,
229,229.0,229.0,4305.0,s4306,TV Show,Inside the Real Narcos,,Jason Fox,,"December 14, 2018",2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries","Exposing a rarely seen perspective on the drug wars, ex-Special Forces commando Jason Fox interviews dangerous traffickers and cartel members.","['documentary', 'crime', 'action']",documentary,crime,action,
230,230.0,230.0,1547.0,s1548,TV Show,Teen Mom 2,,"Jenelle Evans, Chelsea Houska, Kailyn Lowry, Leah Messer",United States,"December 15, 2020",2011,TV-14,2 Seasons,Reality TV,"The highs and lows of new parenting and adulting create drama and heartbreak as life moves on for the cast of ""16 and Pregnant"" Season 2.","['romance', 'drama', 'coming-of-age']",romance,drama,coming-of-age,
231,231.0,231.0,3403.0,s3404,TV Show,Mighty Little Bheem: Diwali,,"Samriddhi Shukla, Nishka Raheja, Arannya Kaur, Shanoor Mirza, Rajesh Kava",India,"October 18, 2019",2019,TV-Y,1 Season,"Kids' TV, TV Comedies","From decorating his home to devouring sweets, join Bheem as he makes merry – and a bit of mischief – while the festival of lights is in full swing.","['family', 'comedy', 'animation']",family,comedy,animation,
232,232.0,232.0,6215.0,s6216,Movie,Bad Rap,Salima Koroma,"Jonathan Park, Awkwafina, David Lee, Richard Lee","United States, Canada","August 21, 2017",2016,TV-MA,83 min,"Documentaries, Music & Musicals",Four young Asian-American rappers strive to achieve success on their own terms in a musical genre that often treats them as outsiders.,"['music', 'drama', 'coming of age']",music,drama,coming of age,
233,233.0,233.0,2667.0,s2668,Movie,Babamın Ceketi,Müfit Can Saçıntı,"Müfit Can Saçıntı, Mert Turak, Ünal Yeter, Elif Nur Kerkük, Uğur Demirpehlivan, Ayşen Gruda, Erkan Can, Banu Manioğlu",Turkey,"April 17, 2020",2018,TV-MA,101 min,"Comedies, International Movies","Facing pressure to marry immediately, an unemployed man must find a way to pay for a wedding by any means necessary.","['romantic comedy', 'drama', 'comedy']",romantic comedy,drama,comedy,
234,234.0,234.0,3438.0,s3439,Movie,After,Jenny Gage,"Josephine Langford, Hero Fiennes Tiffin, Selma Blair, Inanna Sarkis, Shane Paul McGhie, Pia Mia, Khadijha Red Thunder, Dylan Arnold, Samuel Larsen, Jennifer Beals, Peter Gallagher",United States,"October 9, 2019",2019,PG-13,106 min,"Dramas, Romantic Movies","Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott.","['romance', 'drama', 'coming-of-age']",romance,drama,coming-of-age,
235,235.0,235.0,1494.0,s1495,Movie,We Can Be Heroes,Robert Rodriguez,"YaYa Gosselin, Pedro Pascal, Priyanka Chopra, Isaiah Russell-Bailey, Akira Akbar, Christian Slater, Boyd Holbrook, Adriana Barraza, Taylor Dooley, Vivien Lyra Blair, Hala Finley, Lyon Daniels, Sung Kang, Christopher McDonald, Andy Walken, Lotus Blossom, Haley Reinhart, Nathan Blair, Dylan Henry Lau, Andrew Diaz",United States,"December 25, 2020",2020,PG,101 min,"Children & Family Movies, Comedies","When alien invaders capture Earth’s superheroes, their kids must learn to work together to save their parents — and the planet.","['science fiction', 'adventure', 'action']",science fiction,adventure,action,
236,236.0,236.0,4520.0,s4521,TV Show,Ordinary Heroes,,"Giorgio Tirabassi, Marco Bocci, Cristiana Capotondi, Greta Scarano, Michela Cescon, Diane Fleri, Carlo Calderone, Claudio Gioè, Romina Mondello, Orlando Cinque, Luigi Maria Burruano, Riccardo Scamarcio, Lorenza Indovina, Ivana Lotito, Pierfrancesco Poggi, Marco Leonardi, Anna Ferruzzo, Peppino Mazzotta, Giorgio Marchesi",,"October 11, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Get an intimate look at four engaged citizens whose courage, sense of civic duty and ultimate sacrifice helped to transform Italian society.","['historical drama', 'documentary', 'independent film']",historical drama,documentary,independent film,
237,237.0,237.0,3159.0,s3160,Movie,Good and Prosperous,Sameh Abdulaziz,"Ali Rabee, Mohamed Abdel-Rahman, Bayoumi Fouad, Karim Afifi, Dalal Abdel Aziz, Mai Selim, Tara Emad, Mohammed Tharwat, Haifa Wehbe, Ahmed Adel",Egypt,"December 10, 2019",2017,TV-14,101 min,"Comedies, International Movies","As two jobless brothers search aimlessly for careers worthy of their hard-to-please mother’s praise, they cluelessly tackle countless gigs.","['drama', 'comedy', 'family/drama']",drama,comedy,family/drama,
238,238.0,238.0,7202.0,s7203,Movie,Kill the Irishman,Jonathan Hensleigh,"Ray Stevenson, Vincent D'Onofrio, Val Kilmer, Christopher Walken, Linda Cardellini, Fionnula Flanagan, Jason Butler Harner, Vinnie Jones, Paul Sorvino, Marcus Thomas, Tony Darrow",United States,"August 21, 2020",2011,R,106 min,"Action & Adventure, Dramas, Independent Movies","This true crime tale charts the rise and fall of mobster Danny Greene, who faced down the Mafia to gain control of organized crime in 1970s Cleveland.","['drama', 'crime', 'biography']",drama,crime,biography,
239,239.0,239.0,1236.0,s1237,Movie,Sentinelle,Julien Leclercq,"Olga Kurylenko, Marilyn Lima, Michel Nabokoff, Martin Swabey, Carole Weyers, Andrey Gorlenko, Antonia Malinova, Gabriel Almaer, Blaise Afonso, Guillaume Duhesme, Michel Biel",France,"March 5, 2021",2021,TV-MA,81 min,"Action & Adventure, Dramas, International Movies","Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.","['thriller', 'drama', 'action']",thriller,drama,action,
240,240.0,240.0,3864.0,s3865,TV Show,Flinch,,"Desiree Burch, Lloyd Griffith, Seann Walsh",United Kingdom,"May 3, 2019",2019,TV-PG,1 Season,Reality TV,"Harrowing and hilarious tests await the brave and foolhardy, as well as the judges, in this comedy game show. If they flinch, they feel the pain.","['game show', 'comedy', 'action/adventure']",game show,comedy,action/adventure,
241,241.0,241.0,1535.0,s1536,TV Show,How To Ruin Christmas,,,South Africa,"December 16, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",Prodigal daughter Tumi tries to make things right after completely ruining what should have been her sister's picture-perfect Christmas wedding.,"['romance', 'drama', 'comedy']",romance,drama,comedy,
242,242.0,242.0,6723.0,s6724,Movie,Expo,Joseph Mbah,"Derek Davenport, Amelia Haberman, Shepsut Wilson, Titus Covington, Hayley Vrana, Michael Alvarez, Richard Lippert, Alfoniso Lopez",United States,"August 29, 2019",2019,TV-14,81 min,"Action & Adventure, Dramas, Independent Movies","Mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim.","['thriller', 'action', 'family/drama']",thriller,action,family/drama,
243,243.0,243.0,1053.0,s1054,Movie,Time Is Illmatic,One9,"Nasir 'Nas' Jones, Busta Rhymes, Pete Rock, Pharrell Williams, Q-Tip, Swizz Beatz, Alicia Keys, DJ Premier",United States,"April 15, 2021",2014,TV-MA,75 min,"Documentaries, Music & Musicals","Providing a behind-the-scenes look at the making of Nas's debut album, this documentary also delves into his deep connection to his New York roots.","['music', 'documentary', 'biography']",music,documentary,biography,
244,244.0,244.0,3637.0,s3638,Movie,Boi,Jorge M. Fontana,"Bernat Quintana, Adrian Pang, Andrew Lua, Rachel Lascar, Fina Rius, Miranda Gas",Spain,"July 26, 2019",2018,TV-MA,111 min,"Dramas, Independent Movies, International Movies",A young chauffeur who's at a crossroads in his life escorts a pair of clients around Barcelona and becomes embroiled in their mysterious quest.,"['thriller', 'mystery', 'drama']",thriller,mystery,drama,
245,245.0,245.0,7815.0,s7816,TV Show,Rab Se Sohna Isshq,,"Ekta Kaul, Ashish Sharma, Kanan Malhotra, Sukirti Kandpal",,"June 1, 2017",2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","A complex love triangle goes horribly wrong in this epic, multigenerational saga involving romance, revenge, mistaken identity and amnesia.","['thriller', 'romance', 'drama']",thriller,romance,drama,
246,246.0,246.0,4638.0,s4639,TV Show,Ingobernable,,"Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego",Mexico,"September 14, 2018",2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband, she'll need all her strength to uncover the truth.","['thriller', 'drama', 'legal/crime']",thriller,drama,legal/crime,
247,247.0,247.0,316.0,s317,TV Show,Office Girls,Hsu Fu-chun,"Roy Chiu, Alice Ko, Tia Lee, Patrick Lee, Kuo Shu-yao, James Wen, Janel Tsai",Taiwan,"August 3, 2021",2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live.","['romance', 'drama', 'comedy']",romance,drama,comedy,
248,248.0,248.0,1031.0,s1032,Movie,Into the Beat,Stefan Westerwelle,"Alexandra Pfeifer, Yalany Marschner, Trystan Pütter, Helen Schneider, Julius Nitschkoff, Dennis Kyere, Ina Geraldine Guy, Katrin Pollitt, Julia Strowski, Anton Wichers",Germany,"April 16, 2021",2020,TV-14,102 min,"Dramas, International Movies, Romantic Movies",A teen ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she follow her parents’ footsteps... or her newfound passion?,"['music', 'drama', 'coming-of-age']",music,drama,coming-of-age,
249,249.0,249.0,7189.0,s7190,Movie,Khushi,"Surya S.J., Sunil Kumar Agrawal","Fardeen Khan, Kareena Kapoor, Amrish Puri, Navin Nischol, Beena, Anup Soni, Johnny Lever, Sharat Saxena, Amitabh Bachchan, Sakshi Shivanand",India,"March 1, 2018",2003,TV-14,157 min,"Comedies, International Movies, Music & Musicals","While playing matchmaker to a pair of their friends, two young university students begin developing feelings for each other.","['romantic comedy', 'drama', 'coming-of-age']",romantic comedy,drama,coming-of-age,
250,250.0,250.0,4342.0,s4343,Movie,Line Walker,Jazz Boon,"Nick Cheung, Louis Koo, Francis Chun-Yu Ng, Charmaine Sheh, Hui Shiu Hung, Li Guangjie, Zhang Huiwen, Xing Yu, Cheng Taishen, Moses Chan, Louis Cheung","China, Hong Kong","December 1, 2018",2016,TV-MA,109 min,"Action & Adventure, Dramas, International Movies",A Hong Kong intelligence officer tasked with finding undercover agents whose identities have been erased finds herself in the paths of rival triads.,"['thriller', 'crime', 'action']",thriller,crime,action,
251,251.0,251.0,559.0,s560,Movie,Air Force One,Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson, Paul Guilfoyle, William H. Macy, Liesel Matthews, Dean Stockwell, Xander Berkeley, Bill Smitrovich, Elya Baskin, David Vadim, Tom Everett, Spencer Garrett, Philip Baker Hall","United States, Germany","July 1, 2021",1997,R,125 min,Action & Adventure,"When terrorists hijack Air Force One with the president and his family on board, the commander-in-chief takes matters into his own well-trained hands.","['thriller', 'drama', 'action']",thriller,drama,action,
252,252.0,252.0,33.0,s34,TV Show,Squid Game,,"Lee Jung-jae, Park Hae-soo, Wi Ha-jun, Oh Young-soo, Jung Ho-yeon, Heo Sung-tae, Kim Joo-ryoung, Tripathi Anupam, You Seong-joo, Lee You-mi",,"September 17, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.","['thriller', 'mystery', 'drama']",thriller,mystery,drama,
253,253.0,253.0,5835.0,s5836,Movie,Jim Jefferies: Freedumb,Ryan Polito,Jim Jefferies,United States,"July 1, 2016",2016,TV-MA,87 min,Stand-Up Comedy,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee.","['stand-up comedy', 'dark comedy', 'road trip']",stand-up comedy,dark comedy,road trip,
254,254.0,254.0,6975.0,s6976,Movie,History of Joy,Vishnu Govindhan,"Vishnu Vinay, Vinay Forrt, Saikumar, Joju George, Nobi, Sreekumar, Nandu, Sunil Sukhada",India,"August 1, 2018",2017,TV-14,118 min,"Dramas, International Movies",The life of a high-flying law student takes a drastic turn when a bout of misfortune changes his status in society for good.,"['social issues', 'legal/crime', 'drama']",social issues,legal/crime,drama,
255,255.0,255.0,2846.0,s2847,TV Show,Velvet,Carlos Sedes,"Paula Echevarría, Miguel Ángel Silvestre, Aitana Sánchez-Gijón, Manuela Velasco, Manuela Vellés, Marta Hazas, Javier Rey, Maxi Iglesias, Cecilia Freire, Adrián Lastra, Miriam Giovanelli, Natalia Millán, José Sacristán, Ingrid Rubio, Peter Vives, Llorenç González, Ángela Molina, Pastora Vega",Spain,"March 4, 2020",2016,TV-14,4 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1950s Spain, the heir to a fashion house romances a beautiful seamstress who works for the company, despite the objections of his family.","['romance', 'historical', 'drama']",romance,historical,drama,
256,256.0,256.0,6260.0,s6261,Movie,Bean: The Ultimate Disaster Movie,Mel Smith,"Rowan Atkinson, Peter MacNicol, John Mills, Pamela Reed, Harris Yulin, Burt Reynolds, Larry Drake, Danny Goldring, Johnny Galecki, Chris Ellis, Andrew Lawrence, Peter Egan, Peter Capaldi, June Brown, Peter James, Sandra Oh","United Kingdom, United States","August 1, 2018",1997,PG-13,89 min,"Comedies, International Movies","Disaster-prone Mr. Bean is sent to Los Angeles to guard a famous painting, but as he's unfit for any physical task, everything goes hilariously wrong.","['comedy', 'adventure', 'action']",comedy,adventure,action,
257,257.0,257.0,5767.0,s5768,Movie,Harud,Aamir Bashir,"Mohammad Amir Naji, Shahnawaz Bhat, Shamim Basharat, Salma Ashai, Mudessir Ahmed Khan, Rayes Mohiuddin",India,"October 1, 2016",2010,TV-MA,100 min,"Dramas, International Movies","A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera.","['war', 'thriller', 'drama']",war,thriller,drama,
258,258.0,258.0,8239.0,s8240,Movie,The Case for Christ,Jon Gunn,"Mike Vogel, Erika Christensen, Faye Dunaway, Robert Forster, Frankie Faison, Mike Pniewski",United States,"November 21, 2017",2017,TV-PG,113 min,"Dramas, Faith & Spirituality","Bothered by his wife's unyielding belief in Christianity, an investigative reporter sets out to use verifiable facts to poke holes in her faith.","['thriller', 'religious/spiritual', 'drama']",thriller,religious/spiritual,drama,
259,259.0,259.0,7065.0,s7066,Movie,Inconceivable,Jonathan Baker,"Gina Gershon, Faye Dunaway, Nicolas Cage, Nicky Whelan, Natalie Eva Marie, Jonathan Baker, James Van Patten","United Kingdom, United States","March 1, 2018",2017,R,106 min,Thrillers,A couple trying to conceive invite a woman with a mysterious past to move in with them. But it's an invitation they might come to regret.,"['thriller', 'mystery', 'drama']",thriller,mystery,drama,
260,260.0,260.0,6778.0,s6779,Movie,For Greater Glory,Dean Wright,"Rubén Blades, Bruce Greenwood, Bruce McGill, Peter O'Toole, Andy Garcia, Nestor Carbonell, Eduardo Verástegui, Catalina Sandino Moreno, Eva Longoria, Santiago Cabrera, Adrian Alonso, Oscar Isaac, Mauricio Kuri",Mexico,"August 2, 2019",2012,R,145 min,"Dramas, International Movies","When a vicious war against Catholics is waged in Mexico in the 1920s, a retired general joins the militia fighting to preserve religious freedom.","['war', 'religious/faith-based', 'historical drama']",war,religious/faith-based,historical drama,
261,261.0,261.0,4577.0,s4578,Movie,Khoobsurat,Shashanka Ghosh,"Sonam Kapoor, Fawad Khan, Kiron Kher, Ratna Pathak Shah, Amir Raza Hussain, Ashok Banthia, Kaizaad Kotwal, Rishabh Chaddha",India,"October 1, 2018",2014,TV-14,121 min,"Comedies, International Movies, Romantic Movies",A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.,"['romance', 'drama', 'comedy']",romance,drama,comedy,
262,262.0,262.0,1987.0,s1988,Movie,Residue,Merawi Gerima,"Obinna Nwachukwu, Dennis Lindsey, Taline Stewart, Derron Scott, Jamal Graham, JaCari Dye, Julian Selman, Melody Tally, Ramon Thompson, Hasinatu Camara",United States,"September 17, 2020",2020,TV-MA,90 min,"Dramas, Independent Movies",A young screenwriter returns to his hometown to write a script based on his childhood and discovers his neighborhood has been gentrified.,"['drama', 'coming-of-age', 'comedy']",drama,coming-of-age,comedy,
